# This file was produced by samtools stats (1.7+htslib-1.7) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -t len.txt -i 2000 -@ 3 kdrl_2_pos_R1.sort.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	1230c420	5de38d44	f2cc6a2c
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	47348530
SN	filtered sequences:	0
SN	sequences:	47348530
SN	is sorted:	1
SN	1st fragments:	23674265
SN	last fragments:	23674265
SN	reads mapped:	47348530
SN	reads mapped and paired:	47348530	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	47348530	# proper-pair bit set
SN	reads paired:	47348530	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	2993198667	# ignores clipping
SN	bases mapped:	2993198667	# ignores clipping
SN	bases mapped (cigar):	2993198667	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	55232904	# from NM fields
SN	error rate:	1.845280e-02	# mismatches / bases mapped (cigar)
SN	average length:	63
SN	maximum length:	75
SN	average quality:	31.6
SN	insert size average:	133.9
SN	insert size standard deviation:	54.9
SN	inward oriented pairs:	11417731
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
# First Fragment Qualitites. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	2052	0	0	0	0	0	0	0	0	0	0	0	1725340	0	0	0	0	0	0	1506458	0	0	0	0	0	115016	0	0	0	0	20325399	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	118	0	0	0	0	0	0	0	0	0	0	0	2185982	0	0	0	0	0	0	806034	0	0	0	0	0	22406	0	0	0	0	20659725	0	0	0	0	0	0	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1802423	0	0	0	0	0	0	1034816	0	0	0	0	0	20217	0	0	0	0	20816809	0	0	0	0	0	0	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692077	0	0	0	0	0	0	1180406	0	0	0	0	0	17809	0	0	0	0	20783973	0	0	0	0	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1597161	0	0	0	0	0	0	1823329	0	0	0	0	0	33614	0	0	0	0	20220161	0	0	0	0	0	0	0	0	0
FFQ	6	0	0	1332	0	0	0	0	0	0	0	0	0	0	0	1933956	0	0	0	0	0	0	2119286	0	0	0	0	0	46992	0	0	0	0	3046579	0	0	0	16526120	0	0	0	0	0
FFQ	7	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2052557	0	0	0	0	0	0	1612166	0	0	0	0	0	61620	0	0	0	0	3050900	0	0	0	16897006	0	0	0	0	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2356898	0	0	0	0	0	0	1397347	0	0	0	0	0	106871	0	0	0	0	2908833	0	0	0	16904316	0	0	0	0	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955001	0	0	0	0	0	0	1522853	0	0	0	0	0	82705	0	0	0	0	3168593	0	0	0	16945112	0	0	0	0	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2246975	0	0	0	0	0	0	1293263	0	0	0	0	0	94737	0	0	0	0	3088603	0	0	0	16950684	0	0	0	0	0
FFQ	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1933328	0	0	0	0	0	0	1085575	0	0	0	0	0	63337	0	0	0	0	2833394	0	0	0	17758626	0	0	0	0	0
FFQ	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2168661	0	0	0	0	0	0	1207766	0	0	0	0	0	105412	0	0	0	0	2886122	0	0	0	17306285	0	0	0	0	0
FFQ	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1908632	0	0	0	0	0	0	1025435	0	0	0	0	0	88712	0	0	0	0	2744547	0	0	0	17906931	0	0	0	0	0
